id,ytm,ytw,ytc,ytp
2fb62c6f-6d21-4b18-9972-e92c18cea0e8,0.067411,0.067411,,
dbb73f75-30cd-4d00-bd16-de23784f5ae5,0.059124,0.059124,,
27c88c2b-241f-423e-9abf-ecca8e31cf9a,0.051095,0.051095,,
b4df47c2-1181-4065-a8b4-88b6e55b2098,1.126423,1.126423,,
bd5d2b1f-b163-4f22-994f-3ba4d062e0bf,0.097308,0.097308,,
d55b3c8c-f8ca-4b27-867c-85af11dbc7b8,0.053450,0.053450,,
9542e3b9-52ff-4761-929a-c18adbaac323,0.042278,0.042278,,
c74b9194-162c-4e10-89ee-1778b12875fe,0.065167,0.065167,,
97ce115e-9a06-49e0-b4b5-963e5ff471e5,0.072973,0.072973,,
739986aa-d256-4679-a729-510de7aa356e,0.045805,0.045805,,
942a7cfa-c222-41ca-82c9-e6a4784a0263,0.054304,0.054304,,
c4091607-8013-484b-9056-69f97b1b7c94,0.058110,0.058110,,
74fdb531-52e9-4733-8ab6-616a27bc110b,0.026944,0.026944,,
c5ae3ff2-7bac-468d-b46e-66204f0e62cd,0.192552,0.192552,,
b63ae2ad-d869-4cfe-a91e-32fc3ed33af3,0.062853,0.062853,,
0614bf13-505f-4eab-85a6-0be8ec9b5684,0.047791,0.047791,,
5d110b7b-8400-4a91-8cbf-4e43371d1ca3,1.999692,1.999692,,
8c8f8a5c-93fe-421a-9abd-86fcd0fa1ec9,-0.743759,-0.743759,,
5c549a38-075a-4a95-9c06-c5e357fc8e0c,0.057278,0.057278,,
664a6516-0a37-427c-978c-de1164d1cd2c,0.062820,0.062820,,
20e67570-7d21-4e6e-a827-fc85a349b23e,-0.238933,-0.238933,,
22a89610-29b1-43f9-9547-c6dc6cf8535b,0.055732,0.055732,,
03da1b4e-5224-48ac-9287-e27415218d3d,0.053589,0.053589,,
f41c5e42-6129-4840-8da1-7d444549b4e1,0.100927,0.100927,,
505fccc6-85d4-4db1-9e0e-3d862a215fb2,0.054378,0.054378,,
da03f911-068a-4220-a757-c7874272eb15,0.192849,0.192849,,
86006495-7f01-49a3-9069-3d2627f648fe,0.059315,0.059315,,
d1db68a2-56f1-451f-8b76-103f53d99553,0.022276,0.022276,,
272e87a2-3fe2-4678-be1d-59d0c1409f92,0.058655,0.058655,,
915eb0c9-da96-4adc-842d-8a33d15fab24,0.080620,0.080620,,
46db7743-f475-4196-b530-1e5f39c6f60e,0.065968,0.065968,,
92c6bb59-8370-401a-a42d-a22a81479799,0.055986,0.055986,,
4cec9c58-7872-4e8f-afc7-c395c4913316,0.054332,0.054332,,
202ad409-56ca-4c96-a4a8-a37d7509c37c,-0.652194,-0.652194,,
bca95d95-0dc5-45b0-b5ae-74035f25588c,-0.708239,-0.708239,,
edaaad78-b382-4642-aac8-573aba2d6309,0.052937,0.052937,,
0503464a-f8c7-4c41-afcd-0a2620ce394a,0.063224,0.063224,,
1624c3f8-84a0-4367-b94a-b0bdca8875d3,0.326429,0.326429,,
abf58aa9-c0a5-44a1-b497-7f143809d25c,-1.643388,-1.643388,,
5efec81c-448b-495d-956e-07d188129098,0.056864,0.056864,,
a838b197-3873-4447-9e47-9426d87a1abb,0.175371,0.175371,,
8e710c45-954a-4867-8c8f-eca13c9a0abc,0.071204,0.071204,,
1121af46-743c-4e1b-9286-a00334b8c081,-0.037070,-0.037070,,
3d8c9908-1e57-4968-a2a0-c613f533c364,0.068443,0.068443,,
2d964f0a-07cc-4461-ab77-5283a4459318,0.052988,0.052988,,
e3aa236f-2bd4-4fc2-b215-85884aabceea,0.434512,0.434512,,
2211de78-e5d1-4bca-b1d5-ee256b44dcc1,-0.231634,-0.231634,,
7bc1d60a-ccc7-4c76-b2c8-cafbd5207b9a,0.056127,0.056127,,
08090dee-731a-4f59-ab29-9726af0d893d,0.056713,0.053389,0.053389,
31bc9a05-e131-40e9-9508-16ae83cc4e5e,0.079851,0.079851,0.395130,
b2a5e6a0-2fd6-4c64-addb-60cf9128f90a,0.090236,0.090236,0.132373,
a39d3cbc-8604-4b02-b388-b508307d23b4,0.075006,0.062390,0.062390,
14c91e56-f3da-4dd8-8a4d-1d32b0c46f4b,0.056312,0.056312,0.059028,
d8cce176-5872-43b0-9aa1-54816170d0f9,0.436646,0.436646,0.690938,
5d72f0b7-cc39-4388-bb2e-1d3422d17a0a,0.075201,0.075201,0.077570,
c7225c58-f38c-4419-82af-a8c6e25e7788,0.056435,0.056435,0.056658,
20fe1329-46f8-4025-a1e8-e247becc851b,0.051342,0.051342,0.249924,
8d25fb46-18dc-4489-81a3-7f525076653e,0.069518,0.069518,0.622722,
648ecc40-73f8-4c02-98b0-3e922b1617c5,0.140425,0.140425,0.231145,
5f599894-ca64-4e8a-b294-2a7cc622c608,0.057530,0.057530,,
e30f33ce-075e-4fd7-a4de-bbf6ced3059e,0.106917,0.106917,,
722695df-cfc0-4bc5-aeea-2a8b307e617a,0.083350,0.083350,0.641265,
4cddaef7-a805-4f31-b0eb-35c04d1bd7b6,-0.070287,-0.070287,,
16de9ffc-20c5-48aa-adb5-1d4a5e2c8e1c,0.091720,0.091720,0.577535,
94dcd6c8-be21-4d79-822b-61b359f5b341,0.052583,0.052583,0.069632,
5b5bcfd4-08ff-4498-be55-5161736c4602,0.054875,0.054875,0.056545,
b7823216-d01e-465c-8cf1-9ca47733266c,0.067595,0.056540,0.056540,
74666ec3-1fea-4353-85af-47fecfa84cae,0.060073,0.060073,0.060326,
c15f7c89-b94b-472c-92b5-e958aa7fbfd2,0.059960,0.059960,0.060136,
f3b09b20-8354-4fbd-a6c0-8b158f4bb6f4,0.053848,0.053848,,
e48eecda-6918-437d-a8a1-e037b41bd3ba,0.032678,0.032622,0.032622,
57773d56-35fc-449c-a8b8-2987c4987ea1,0.061643,0.061643,0.062771,
a3a8faf7-61fe-48e3-9de3-db2c0a5c8894,0.050581,0.050581,0.051770,
070f28ce-e13b-44a4-a515-d7a341a88e59,0.069719,0.069719,1.940689,
5249b2f9-313e-43c6-962b-539a0b497e7a,0.059015,0.059015,0.194186,
39a4cd02-d796-4fba-8c60-c42561556376,0.052625,0.052625,0.354277,
c0b10a22-c47f-4215-ba7b-c550299474c9,0.058030,0.058030,0.058207,
b45bc184-de92-42d5-b3f4-c688ee07fecb,0.053214,0.053214,0.133455,
fd712424-5029-4077-9eb9-3854d02a19e9,0.058406,0.058406,0.058690,
81e97215-b711-441c-a2ba-b88f0c3033e3,0.037864,0.037864,0.635358,
41576508-cb05-4152-9f23-d9ba7605bb8e,0.050492,0.050492,0.477124,
70d17bfa-62b8-42d3-8b04-05b36b4defeb,0.064316,0.064316,0.180277,
27de5cd1-cfdd-4b92-b1bc-50bfeca7a338,0.057000,0.057000,0.057530,
2a6598c6-6641-4c87-8c88-a3c38a92bf1e,0.029151,0.029024,0.029024,
a0834ecc-2653-45f4-84b6-85f62aa1fcc4,-0.779768,-0.779768,,
7e6f1f07-1a76-4002-96f6-913812f09e88,0.074009,0.074009,0.076783,
f3d260d4-4b87-47b7-893c-2c598f32c485,0.059858,0.059858,0.059875,
e759151e-e608-4b26-89c4-aaab71aa91ae,0.050926,0.050926,0.224564,
dd54bcbe-7e6d-454f-b6eb-8fd77dd97aa4,0.062731,0.062731,0.156827,
053de0f5-17bb-43c1-aabe-27007f372a10,0.055504,0.055504,0.984420,
64d21649-a563-48a1-8e5b-f6687babf5ee,0.060905,0.060905,0.529627,
64e7ff81-dcb6-480b-8c3b-44e4b2f18ba1,0.049781,0.049781,0.050548,
d3242761-340e-4823-b34b-84d1e150ae15,0.064981,0.064981,0.830534,
b917dce6-7eda-4063-9e76-69037c45b322,0.050656,0.050656,0.051527,
0136c7e5-cac8-472c-9ea9-df30465511d8,0.062697,0.058610,0.058610,
a8eb90e3-b066-4e18-aede-1c6d013b7c09,0.058383,0.058383,1.347091,
79cf4b36-74a5-453f-934a-f455c0e0eb2f,0.059276,0.059276,0.059537,
55f4ca65-97fd-469d-a72d-2421abc73d16,0.068332,0.068332,0.069051,
2ea46109-7c18-4f68-be48-de1de07ee624,0.082126,0.082126,0.084810,
5f1237a2-1d04-4d65-9b73-391f4a69a6aa,0.073104,0.073104,0.083246,
892d9f44-4514-4db9-b4dd-66a33fbad305,0.055986,0.054440,0.054440,
d2a65026-8a86-4ab0-a3ab-c04ec1ab34ff,0.067003,0.067003,0.074792,
846c8a50-6627-4617-bb49-854caf8e5836,-0.056741,-0.059403,-0.059403,
fa45a894-a23e-4de1-a908-edc0c9c44f42,0.034840,0.034840,0.036647,
5eb095de-6fb3-4c26-b017-7b7595acd77a,0.071512,0.071512,0.084313,
f1dfb7cb-7c7e-4e41-b34e-bf399c0c0489,0.052115,0.052115,0.052171,
fba47f75-b459-41f4-ba3b-de95255b816c,0.109919,0.109919,0.213508,
